multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio
734,FVIOUHP,1932-01-01,08:26,111.0,80,AV SIEMPRE VIVA,R03,PAGADA,31.0,27.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
737,AWS167,1932-01-01,14:25,118.0,60,AV SIEMPRE VIVA,R01,APELADA,58.0,55.0,,,
752,T0YDR,2022-04-08,18:34,126.0,60,AV SIEMPRE VIVA,R02,IMPAGA,66.0,63.0,,,
759,VTIIAHV,2023-06-04,08:27,118.0,60,AV LIBERTADOR,R02,APELADA,58.0,55.0,,,
770,RFH373,1932-01-01,09:36,104.0,40,AV LIBERTADOR,R02,APELADA,64.0,62.0,,,
773,DI2LOT,1932-01-01,08:28,115.0,40,AV LIBERTADOR,R03,APELADA,75.0,73.0,,,
776,J1S1,1932-01-01,18:36,89.0,40,RUTA 9,R01,IMPAGA,49.0,47.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
779,OUTSTDN,1932-01-01,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,,,
783,HF58HXP,1932-01-01,08:29,90.0,60,AV SIEMPRE VIVA,R01,PAGADA,30.0,27.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
784,BB8986,1932-01-01,18:36,82.0,60,RUTA 9,R02,IMPAGA,22.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
787,8B90638,1932-01-01,14:28,136.0,80,AV LIBERTADOR,R02,IMPAGA,56.0,52.0,,,
792,589222,2021-09-25,18:37,153.0,80,AV SIEMPRE VIVA,R02,APELADA,73.0,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
793,CBMUK,1932-01-01,09:36,93.0,60,AV LIBERTADOR,R03,IMPAGA,33.0,30.0,,,
807,W326AVE,2023-08-15,08:30,82.0,60,RUTA 9,R02,APELADA,22.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
811,AWS167,1932-01-01,08:30,71.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,29.0,,,
814,M431ZW,1932-01-01,00:00,132.0,60,AV LIBERTADOR,R01,APELADA,72.0,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
816,DK414N,1932-01-01,09:37,117.0,80,AV LIBERTADOR,R03,IMPAGA,37.0,33.0,,,
819,6EVY261,2024-01-07,09:37,135.0,80,AV LIBERTADOR,R01,IMPAGA,55.0,51.0,,,
821,BM351,1932-01-01,00:00,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
827,HF58HXP,1932-01-01,18:38,153.0,80,RUTA 9,R03,IMPAGA,73.0,69.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
842,AI7OVF,1932-01-01,14:30,54.0,40,AV LIBERTADOR,R03,PAGADA,14.0,12.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
843,CD05601,1932-01-01,14:30,151.0,80,AV SIEMPRE VIVA,R01,PAGADA,71.0,67.0,,,
847,UM96201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,72.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
850,6EVY261,1932-01-01,09:39,98.0,80,AV LIBERTADOR,R01,IMPAGA,18.0,14.0,,,
851,6EVY261,1932-01-01,09:39,117.0,40,AV LIBERTADOR,R02,IMPAGA,77.0,75.0,,,
853,PIW4215,1932-01-01,00:00,99.0,60,AV LIBERTADOR,R02,IMPAGA,39.0,36.0,,,
855,NTHGLFT,1932-01-01,09:40,108.0,40,AV LIBERTADOR,R01,APELADA,68.0,66.0,,,
872,990XYK,2024-01-08,14:31,80.0,40,RUTA 9,R01,PAGADA,40.0,38.0,,,
873,INTIGR8,1932-01-01,14:32,113.0,60,AV LIBERTADOR,R02,PAGADA,53.0,50.0,,,
882,BB8986,1932-01-01,14:32,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
884,6NCE831,2022-07-02,09:41,69.0,60,AV LIBERTADOR,R01,APELADA,9.0,6.0,,,
888,9999868,2023-04-07,09:41,53.0,40,AV LIBERTADOR,R01,IMPAGA,13.0,11.0,,,
890,BP717,1932-01-01,08:33,133.0,60,AV LIBERTADOR,R03,APELADA,73.0,70.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
893,VTIIAHV,2021-08-17,00:00,83.0,40,RUTA 9,R03,IMPAGA,43.0,41.0,,,
897,MVU4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,27.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
900,BM351,1932-01-01,08:34,85.0,40,AV SIEMPRE VIVA,R01,PAGADA,45.0,43.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
904,VTIIAHV,1932-01-01,00:00,85.0,60,AV SIEMPRE VIVA,R02,PAGADA,25.0,22.0,,,
906,41RSTZ,1932-01-01,09:41,57.0,40,AV LIBERTADOR,R01,APELADA,17.0,15.0,,,
909,691XC80,1932-01-01,08:34,117.0,80,AV LIBERTADOR,R02,IMPAGA,37.0,33.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
914,UM96201,1932-01-01,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,12.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
915,J1S1,1932-01-01,08:34,105.0,60,RUTA 9,R03,IMPAGA,45.0,42.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
920,DK414N,1932-01-01,09:42,142.0,80,AV LIBERTADOR,R02,APELADA,62.0,58.0,,,
923,8B90638,1932-01-01,08:35,111.0,80,RUTA 9,R03,PAGADA,31.0,27.0,,,
935,9999868,1932-01-01,14:34,87.0,80,AV SIEMPRE VIVA,R03,IMPAGA,7.0,3.0,,,
936,41RSTZ,1932-01-01,09:42,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,,,
946,2999961,1932-01-01,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
949,NHZ1002,2020-03-15,08:36,127.0,60,AV SIEMPRE VIVA,R01,APELADA,67.0,64.0,,,
954,VTIIAHV,1932-01-01,00:00,91.0,60,RUTA 9,R01,IMPAGA,31.0,28.0,,,
966,M20CPR,2023-06-22,00:00,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,,,
967,INTIGR8,1932-01-01,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA,21.0,18.0,,,
968,CD05601,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,3.0,,,
973,HK06YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,58.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a4fe6361597f264_patente.jpg,HKO6YMX,0.86
976,9999868,1932-01-01,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,46.0,,,
977,BB8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
979,XIIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
983,YLO8WUE,1932-01-01,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,17.0,,,
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,,,
992,TL03GOG,1932-01-01,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,65.0,,,
995,VY90540,1932-01-01,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
996,0695DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,17.0,,,
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,41.0,,,
1000,691XC80,1932-01-01,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,58.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1002,NHZ1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,29.0,,,
1007,T0YDR,1932-01-01,09:45,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,,,
1009,HF3461,1932-01-01,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,13.0,,,
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,19.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1019,HAMSTUR,1932-01-01,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0,,,
1022,831MDB,1932-01-01,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,
1026,81ZFJD,1932-01-01,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,,,
1032,MVU4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1035,VY90540,1932-01-01,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1037,HF58HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
1043,M20CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0,,,
1046,9999868,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0,,,
1048,41RSTZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0,,,
1062,UM96201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1063,409,2024-01-02,14:39,126.0,80,RUTA 9,R01,IMPAGA,46.0,42.0,,,
1074,T0YDR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,73.0,,,
1079,UW3932,1932-01-01,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0,,,
1080,WEFLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0,,,
1085,81ZFJD,1932-01-01,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0,,,
1089,UW3932,1932-01-01,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,
1090,6611172,1932-01-01,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0
1091,FVIOUHP,1932-01-01,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1094,TL03GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0,,,
1095,GE1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0,,,
1097,M431ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
1101,6EVY261,1932-01-01,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0,,,
1113,INTIGR8,1932-01-01,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0,,,
1120,T0YDR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0,,,
1127,2999961,1932-01-01,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0,,,
1129,XIIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,,,
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,49.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1148,WU08YWC,1932-01-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0,,,
1156,M431ZW,1932-01-01,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
1162,6NCE831,1932-01-01,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0,,,
1164,AWS167,1932-01-01,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0,,,
1165,409,1932-01-01,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,69.0,,,
1167,81ZFJD,1932-01-01,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0,,,
1169,2999961,1932-01-01,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1170,81ZFJD,1932-01-01,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0,,,
1176,409,1932-01-01,08:47,90.0,80,RUTA 9,R03,APELADA,10.0,6.0,,,
1181,NHZ1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0,,,
1191,WU08YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0,,,
1195,AI7OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/747b0f12f54703ee_patente.jpg,AI70VF,0.83
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,,,
1200,WU08YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0,,,
1203,BB8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1204,HF3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1209,GN64OTP,1932-01-01,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0,,,
1230,GCP332,1932-01-01,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0,,,
1231,BHRP770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1236,T0YDR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,57.0,,,
1242,409,1932-01-01,00:00,107.0,60,AV LIBERTADOR,R02,PAGADA,47.0,44.0,,,
1254,HF58HXP,1932-01-01,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.86
1255,T0YDR,1932-01-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,,,
1257,J1S1,1932-01-01,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0
1258,AWS167,1932-01-01,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0,,,
1260,FD1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/d8daed582e6cce2d_patente.jpg,FD147,0.83
1263,M431ZW,1932-01-01,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/299f0363ae21d1c3_patente.jpg,M431ZM,0.83
1266,990XYK,1932-01-01,18:55,109.0,40,RUTA 9,R01,PAGADA,69.0,67.0,,,
1270,UW3932,1932-01-01,08:51,117.0,80,RUTA 9,R03,IMPAGA,37.0,33.0,,,
1273,GN64OTP,1932-01-01,00:00,78.0,40,AV LIBERTADOR,R01,IMPAGA,38.0,36.0,,,
1276,6EVY261,1932-01-01,00:00,107.0,80,AV LIBERTADOR,R02,PAGADA,27.0,23.0,,,
1284,5777770,1932-01-01,18:56,64.0,40,AV SIEMPRE VIVA,R02,IMPAGA,24.0,22.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7f56adf4b9306ac9_patente.jpg,5777770,1.0
1286,NHZ1002,1932-01-01,08:52,79.0,40,AV SIEMPRE VIVA,R03,IMPAGA,39.0,37.0,,,
1294,TL03GOG,1932-01-01,00:00,87.0,40,RUTA 9,R01,PAGADA,47.0,45.0,,,
1301,589222,1932-01-01,14:47,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/246a0e4264a39433_patente.jpg,589222,1.0
1304,8B90638,1932-01-01,09:56,94.0,80,RUTA 9,R02,APELADA,14.0,10.0,,,
1305,BM351,1932-01-01,08:53,81.0,40,AV LIBERTADOR,R02,PAGADA,41.0,39.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
1309,2999961,2023-05-12,14:47,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1310,DK414N,1932-01-01,09:56,153.0,80,AV LIBERTADOR,R03,PAGADA,73.0,69.0,,,
1318,GCP332,1932-01-01,09:56,125.0,80,AV LIBERTADOR,R03,APELADA,45.0,41.0,,,
1321,UW3932,1932-01-01,14:48,43.0,40,RUTA 9,R03,IMPAGA,3.0,1.0,,,
1326,VY90540,1932-01-01,18:57,145.0,80,AV LIBERTADOR,R03,APELADA,65.0,61.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/288a95c01e43cd14_patente.jpg,VY90540,1.0
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,4.0,,,
1330,VNK296GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,23.0,,,
1331,NTHGLFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,18.0,,,
1332,UM96201,1932-01-01,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,28.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1335,OUTSTDN,1932-01-01,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,16.0,,,
1337,MVU4688,1932-01-01,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/3feecc5809a29627_patente.jpg,MVU4688,1.0
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,44.0,,,
1349,GOOGLE,1932-01-01,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,7.0,,,
1352,B81JKY,1932-01-01,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,33.0,,,
1354,W326AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,63.0,,,
1361,6NCE831,1932-01-01,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,12.0,,,
1370,CBMUK,1932-01-01,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,28.0,,,
1380,BM351,1932-01-01,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,6.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
1381,BM351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,67.0,65.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/9995dfc6e0eae5a1_patente.jpg,BM351,1.0
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,34.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5ff91ccfc6f15d04_patente.jpg,2999961,1.0
1391,UM96201,1932-01-01,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,10.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/09453a7c716a9ef3_patente.jpg,UM96201,1.0
1396,CBMUK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,27.0,,,
1398,TL03GOG,1932-01-01,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,23.0,,,
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,63.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/64de505bd2bac82b.jpg,XIIUME,1.0
1409,691XC80,1932-01-01,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,61.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/5a122adbb1a776b7_patente.jpg,691XC80,1.0
1412,GE1466,1932-01-01,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,54.0,,,
1414,HAMSTUR,1932-01-01,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,63.0,,,
1419,W326AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,30.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/6c144e47161867c2_patente.jpg,W326AVE,1.0
1420,6NCE831,1932-01-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,45.0,,,
1427,HF3461,1932-01-01,10:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,56.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/a6e3b0b73220cd32_patente.jpg,HF3461,1.0
1428,BP717,1932-01-01,00:00,55.0,40,AV SIEMPRE VIVA,R03,IMPAGA,15.0,13.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/e1120bfe48f85c1b_patente.jpg,BP717,1.0
1434,NTHGLFT,1932-01-01,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,59.0,,,
1437,BB8986,1932-01-01,10:01,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,18.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/7cbc7ee444622a66_patente.jpg,BB8986,1.0
1438,NHZ1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,71.0,,,
1443,WU341A,1932-01-01,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,73.0,,,
1449,CT5B876,1932-01-01,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,54.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/39c193bcc0c00f9e_patente.jpg,C75B876,0.86
1453,409,2022-03-20,14:53,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,23.0,,,
1458,VNK296GP,1932-01-01,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,36.0,,,
1468,BHRP770,1932-01-01,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,11.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1481,PIW4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,10.0,,,
1490,M20CPR,1932-01-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,9.0,,,
1491,UW3932,1932-01-01,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,55.0,,,
1495,FVIOUHP,1932-01-01,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,56.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/28e26a4eb646c67a_patente.jpg,FVIDUHP,0.86
1499,NHZ1002,1932-01-01,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,14.0,,,
1500,NTHGLFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,18.0,,,
1505,990XYK,1932-01-01,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,75.0,,,
1513,NTHGLFT,1932-01-01,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,30.0,,,
1517,BHRP770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,59.0,/content/urban_flow/data/raw/imgs/urban_flow_plates/321ffb38656f7311_patente.jpg,BHRP770,1.0
1519,B81JKY,1932-01-01,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,10.0,,,
